scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
gülmek-kahkaha atmak,Ortamın neşeli enerjisine gülmüştünüz.,Ortamın neşeli enerjisine kahkaha atmıştınız.,Ortamın neşeli enerjisine gülmemiştiniz.,Ortamın neşeli enerjisine kahkaha atmamıştınız.,"Ortamın neşeli enerjisine gülmüştünüz, hatta kahkaha atmıştınız.","Ortamın neşeli enerjisine gülmüştünüz, belki de kahkaha atmıştınız.",Ortamın neşeli enerjisine gülmüştünüz ama kahkaha atmamıştınız.,"Ortamın neşeli enerjisine kahkaha atmamıştınız, hatta gülmemiştiniz bile.","Ortamın neşeli enerjisine kahkaha atmamıştınız, belki gülmemiştiniz bile.",Ortamın neşeli enerjisine kahkaha atmamıştınız ama gülmüştünüz.
gülmek-kahkaha atmak,Arkadaşımın latifesine onlar güldü.,Arkadaşımın latifesine onlar kahkaha attı.,Arkadaşımın latifesine onlar gülmedi.,Arkadaşımın latifesine onlar kahkaha atmadı.,"Arkadaşımın latifesine onlar güldü, hatta kahkaha attı.","Arkadaşımın latifesine onlar güldü, belki de kahkaha attı.",Arkadaşımın latifesine onlar güldü ama kahkaha atmadı.,"Arkadaşımın latifesine onlar kahkaha atmadı, hatta gülmedi bile.","Arkadaşımın latifesine onlar kahkaha atmadı, belki gülmedi bile.",Arkadaşımın latifesine onlar kahkaha atmadı ama güldü.
gülmek-kahkaha atmak,Tiyatro oyunundaki iğnelemelere gülündü.,Tiyatro oyunundaki iğnelemelere kahkaha atıldı.,Tiyatro oyunundaki iğnelemelere gülünmedi.,Tiyatro oyunundaki iğnelemelere kahkaha atılmadı.,"Tiyatro oyunundaki iğnelemelere gülündü, hatta kahkaha atıldı.","Tiyatro oyunundaki iğnelemelere gülündü, belki de kahkaha atıldı.",Tiyatro oyunundaki iğnelemelere gülündü ama kahkaha atılmadı.,"Tiyatro oyunundaki iğnelemelere kahkaha atılmadı, hatta gülünmedi bile.","Tiyatro oyunundaki iğnelemelere kahkaha atılmadı, belki gülünmedi bile.",Tiyatro oyunundaki iğnelemelere kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Son parodi videosuna gülünmüş.,Son parodi videosuna kahkaha atılmış.,Son parodi videosuna gülünmemiş.,Son parodi videosuna kahkaha atılmamış.,"Son parodi videosuna gülünmüş, hatta kahkaha atılmış.","Son parodi videosuna gülünmüş, belki de kahkaha atılmış.",Son parodi videosuna gülünmüş ama kahkaha atılmamış.,"Son parodi videosuna kahkaha atılmamış, hatta gülünmemiş bile.","Son parodi videosuna kahkaha atılmamış, belki gülünmemiş bile.",Son parodi videosuna kahkaha atılmamış ama gülünmüş.
gülmek-kahkaha atmak,Mübalağamıza gülündü.,Mübalağamıza kahkaha atıldı.,Mübalağamıza gülünmedi.,Mübalağamıza kahkaha atılmadı.,"Mübalağamıza gülündü, hatta kahkaha atıldı.","Mübalağamıza gülündü, belki de kahkaha atıldı.",Mübalağamıza gülündü ama kahkaha atılmadı.,"Mübalağamıza kahkaha atılmadı, hatta gülünmedi bile.","Mübalağamıza kahkaha atılmadı, belki gülünmedi bile.",Mübalağamıza kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Küçük çocuğun dalga geçişine gülünmüş.,Küçük çocuğun dalga geçişine kahkaha atılmış.,Küçük çocuğun dalga geçişine gülünmemiş.,Küçük çocuğun dalga geçişine kahkaha atılmamış.,"Küçük çocuğun dalga geçişine gülünmüş, hatta kahkaha atılmış.","Küçük çocuğun dalga geçişine gülünmüş, belki de kahkaha atılmış.",Küçük çocuğun dalga geçişine gülünmüş ama kahkaha atılmamış.,"Küçük çocuğun dalga geçişine kahkaha atılmamış, hatta gülünmemiş bile.","Küçük çocuğun dalga geçişine kahkaha atılmamış, belki gülünmemiş bile.",Küçük çocuğun dalga geçişine kahkaha atılmamış ama gülünmüş.
gülmek-kahkaha atmak,Öğretmenin anlattığı tekerlemeye gülündü.,Öğretmenin anlattığı tekerlemeye kahkaha atıldı.,Öğretmenin anlattığı tekerlemeye gülünmedi.,Öğretmenin anlattığı tekerlemeye kahkaha atılmadı.,"Öğretmenin anlattığı tekerlemeye gülündü, hatta kahkaha atıldı.","Öğretmenin anlattığı tekerlemeye gülündü, belki de kahkaha atıldı.",Öğretmenin anlattığı tekerlemeye gülündü ama kahkaha atılmadı.,"Öğretmenin anlattığı tekerlemeye kahkaha atılmadı, hatta gülünmedi bile.","Öğretmenin anlattığı tekerlemeye kahkaha atılmadı, belki gülünmedi bile.",Öğretmenin anlattığı tekerlemeye kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Eşeklerin yaramazlığına gülünmüş.,Eşeklerin yaramazlığına kahkaha atılmış.,Eşeklerin yaramazlığına gülünmemiş.,Eşeklerin yaramazlığına kahkaha atılmamış.,"Eşeklerin yaramazlığına gülünmüş, hatta kahkaha atılmış.","Eşeklerin yaramazlığına gülünmüş, belki de kahkaha atılmış.",Eşeklerin yaramazlığına gülünmüş ama kahkaha atılmamış.,"Eşeklerin yaramazlığına kahkaha atılmamış, hatta gülünmemiş bile.","Eşeklerin yaramazlığına kahkaha atılmamış, belki gülünmemiş bile.",Eşeklerin yaramazlığına kahkaha atılmamış ama gülünmüş.
gülmek-kahkaha atmak,Müdürün tatlı sataşmalarına gülündü.,Müdürün tatlı sataşmalarına kahkaha atıldı.,Müdürün tatlı sataşmalarına gülünmedi.,Müdürün tatlı sataşmalarına kahkaha atılmadı.,"Müdürün tatlı sataşmalarına gülündü, hatta kahkaha atıldı.","Müdürün tatlı sataşmalarına gülündü, belki de kahkaha atıldı.",Müdürün tatlı sataşmalarına gülündü ama kahkaha atılmadı.,"Müdürün tatlı sataşmalarına kahkaha atılmadı, hatta gülünmedi bile.","Müdürün tatlı sataşmalarına kahkaha atılmadı, belki gülünmedi bile.",Müdürün tatlı sataşmalarına kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Derginin siyasi mizahına gülündü.,Derginin siyasi mizahına kahkaha atıldı.,Derginin siyasi mizahına gülünmedi.,Derginin siyasi mizahına kahkaha atılmadı.,"Derginin siyasi mizahına gülündü, hatta kahkaha atıldı.","Derginin siyasi mizahına gülündü, belki de kahkaha atıldı.",Derginin siyasi mizahına gülündü ama kahkaha atılmadı.,"Derginin siyasi mizahına kahkaha atılmadı, hatta gülünmedi bile.","Derginin siyasi mizahına kahkaha atılmadı, belki gülünmedi bile.",Derginin siyasi mizahına kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Filmdeki küçük nüktelere gülündü.,Filmdeki küçük nüktelere kahkaha atıldı.,Filmdeki küçük nüktelere gülünmedi.,Filmdeki küçük nüktelere kahkaha atılmadı.,"Filmdeki küçük nüktelere gülündü, hatta kahkaha atıldı.","Filmdeki küçük nüktelere gülündü, belki de kahkaha atıldı.",Filmdeki küçük nüktelere gülündü ama kahkaha atılmadı.,"Filmdeki küçük nüktelere kahkaha atılmadı, hatta gülünmedi bile.","Filmdeki küçük nüktelere kahkaha atılmadı, belki gülünmedi bile.",Filmdeki küçük nüktelere kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Küçük aksaklıklara toplantı salonunda gülündü.,Küçük aksaklıklara toplantı salonunda kahkaha atıldı.,Küçük aksaklıklara toplantı salonunda gülünmedi.,Küçük aksaklıklara toplantı salonunda kahkaha atılmadı.,"Küçük aksaklıklara toplantı salonunda gülündü, hatta kahkaha atıldı.","Küçük aksaklıklara toplantı salonunda gülündü, belki de kahkaha atıldı.",Küçük aksaklıklara toplantı salonunda gülündü ama kahkaha atılmadı.,"Küçük aksaklıklara toplantı salonunda kahkaha atılmadı, hatta gülünmedi bile.","Küçük aksaklıklara toplantı salonunda kahkaha atılmadı, belki gülünmedi bile.",Küçük aksaklıklara toplantı salonunda kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Satıcının saçmalıklarına gülünmüş.,Satıcının saçmalıklarına kahkaha atılmış.,Satıcının saçmalıklarına gülünmemiş.,Satıcının saçmalıklarına kahkaha atılmamış.,"Satıcının saçmalıklarına gülünmüş, hatta kahkaha atılmış.","Satıcının saçmalıklarına gülünmüş, belki de kahkaha atılmış.",Satıcının saçmalıklarına gülünmüş ama kahkaha atılmamış.,"Satıcının saçmalıklarına kahkaha atılmamış, hatta gülünmemiş bile.","Satıcının saçmalıklarına kahkaha atılmamış, belki gülünmemiş bile.",Satıcının saçmalıklarına kahkaha atılmamış ama gülünmüş.
gülmek-kahkaha atmak,Mizansenime gülündü.,Mizansenime kahkaha atıldı.,Mizansenime gülünmedi.,Mizansenime kahkaha atılmadı.,"Mizansenime gülündü, hatta kahkaha atıldı.","Mizansenime gülündü, belki de kahkaha atıldı.",Mizansenime gülündü ama kahkaha atılmadı.,"Mizansenime kahkaha atılmadı, hatta gülünmedi bile.","Mizansenime kahkaha atılmadı, belki gülünmedi bile.",Mizansenime kahkaha atılmadı ama gülündü.
gülmek-kahkaha atmak,Yaptığım gevezeliğe güldünüz.,Yaptığım gevezeliğe kahkaha attınız.,Yaptığım gevezeliğe gülmediniz.,Yaptığım gevezeliğe kahkaha atmadınız.,"Yaptığım gevezeliğe güldünüz, hatta kahkaha attınız.","Yaptığım gevezeliğe güldünüz, belki de kahkaha attınız.",Yaptığım gevezeliğe güldünüz ama kahkaha atmadınız.,"Yaptığım gevezeliğe kahkaha atmadınız, hatta gülmediniz bile.","Yaptığım gevezeliğe kahkaha atmadınız, belki gülmediniz bile.",Yaptığım gevezeliğe kahkaha atmadınız ama güldünüz.
gülmek-kahkaha atmak,Yalan olduğu belli olan palavralarına güldük.,Yalan olduğu belli olan palavralarına kahkaha attık.,Yalan olduğu belli olan palavralarına gülmedik.,Yalan olduğu belli olan palavralarına kahkaha atmadık.,"Yalan olduğu belli olan palavralarına güldük, hatta kahkaha attık.","Yalan olduğu belli olan palavralarına güldük, belki de kahkaha attık.",Yalan olduğu belli olan palavralarına güldük ama kahkaha atmadık.,"Yalan olduğu belli olan palavralarına kahkaha atmadık, hatta gülmedik bile.","Yalan olduğu belli olan palavralarına kahkaha atmadık, belki gülmedik bile.",Yalan olduğu belli olan palavralarına kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Esprili çekişmelerine güldük.,Esprili çekişmelerine kahkaha attık.,Esprili çekişmelerine gülmedik.,Esprili çekişmelerine kahkaha atmadık.,"Esprili çekişmelerine güldük, hatta kahkaha attık.","Esprili çekişmelerine güldük, belki de kahkaha attık.",Esprili çekişmelerine güldük ama kahkaha atmadık.,"Esprili çekişmelerine kahkaha atmadık, hatta gülmedik bile.","Esprili çekişmelerine kahkaha atmadık, belki gülmedik bile.",Esprili çekişmelerine kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Arkadaşlarıyla geçtiği dalgaya gülmüşler.,Arkadaşlarıyla geçtiği dalgaya kahkaha atmışlar.,Arkadaşlarıyla geçtiği dalgaya gülmemişler.,Arkadaşlarıyla geçtiği dalgaya kahkaha atmamışlar.,"Arkadaşlarıyla geçtiği dalgaya gülmüşler, hatta kahkaha atmışlar.","Arkadaşlarıyla geçtiği dalgaya gülmüşler, belki de kahkaha atmışlar.",Arkadaşlarıyla geçtiği dalgaya gülmüşler ama kahkaha atmamışlar.,"Arkadaşlarıyla geçtiği dalgaya kahkaha atmamışlar, hatta gülmemişler bile.","Arkadaşlarıyla geçtiği dalgaya kahkaha atmamışlar, belki gülmemişler bile.",Arkadaşlarıyla geçtiği dalgaya kahkaha atmamışlar ama gülmüşler.
gülmek-kahkaha atmak,Geçen yılki şamatana gülmüştük.,Geçen yılki şamatana kahkaha atmıştık.,Geçen yılki şamatana gülmemiştik.,Geçen yılki şamatana kahkaha atmamıştık.,"Geçen yılki şamatana gülmüştük, hatta kahkaha atmıştık.","Geçen yılki şamatana gülmüştük, belki de kahkaha atmıştık.",Geçen yılki şamatana gülmüştük ama kahkaha atmamıştık.,"Geçen yılki şamatana kahkaha atmamıştık, hatta gülmemiştik bile.","Geçen yılki şamatana kahkaha atmamıştık, belki gülmemiştik bile.",Geçen yılki şamatana kahkaha atmamıştık ama gülmüştük.
gülmek-kahkaha atmak,İşyeri sahibinin esprilerine güldünüz.,İşyeri sahibinin esprilerine kahkaha attınız.,İşyeri sahibinin esprilerine gülmediniz.,İşyeri sahibinin esprilerine kahkaha atmadınız.,"İşyeri sahibinin esprilerine güldünüz, hatta kahkaha attınız.","İşyeri sahibinin esprilerine güldünüz, belki de kahkaha attınız.",İşyeri sahibinin esprilerine güldünüz ama kahkaha atmadınız.,"İşyeri sahibinin esprilerine kahkaha atmadınız, hatta gülmediniz bile.","İşyeri sahibinin esprilerine kahkaha atmadınız, belki gülmediniz bile.",İşyeri sahibinin esprilerine kahkaha atmadınız ama güldünüz.
gülmek-kahkaha atmak,Eşlerin kendi aralarındaki şakalaşmasına güldük.,Eşlerin kendi aralarındaki şakalaşmasına kahkaha attık.,Eşlerin kendi aralarındaki şakalaşmasına gülmedik.,Eşlerin kendi aralarındaki şakalaşmasına kahkaha atmadık.,"Eşlerin kendi aralarındaki şakalaşmasına güldük, hatta kahkaha attık.","Eşlerin kendi aralarındaki şakalaşmasına güldük, belki de kahkaha attık.",Eşlerin kendi aralarındaki şakalaşmasına güldük ama kahkaha atmadık.,"Eşlerin kendi aralarındaki şakalaşmasına kahkaha atmadık, hatta gülmedik bile.","Eşlerin kendi aralarındaki şakalaşmasına kahkaha atmadık, belki gülmedik bile.",Eşlerin kendi aralarındaki şakalaşmasına kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Evlerinde gerçekleşen şenlikte güldük.,Evlerinde gerçekleşen şenlikte kahkaha attık.,Evlerinde gerçekleşen şenlikte gülmedik.,Evlerinde gerçekleşen şenlikte kahkaha atmadık.,"Evlerinde gerçekleşen şenlikte güldük, hatta kahkaha attık.","Evlerinde gerçekleşen şenlikte güldük, belki de kahkaha attık.",Evlerinde gerçekleşen şenlikte güldük ama kahkaha atmadık.,"Evlerinde gerçekleşen şenlikte kahkaha atmadık, hatta gülmedik bile.","Evlerinde gerçekleşen şenlikte kahkaha atmadık, belki gülmedik bile.",Evlerinde gerçekleşen şenlikte kahkaha atmadık ama güldük.
gülmek-kahkaha atmak,Dayısının esprilerine güldü.,Dayısının esprilerine kahkaha attı.,Dayısının esprilerine gülmedi.,Dayısının esprilerine kahkaha atmadı.,"Dayısının esprilerine güldü, hatta kahkaha attı.","Dayısının esprilerine güldü, belki de kahkaha attı.",Dayısının esprilerine güldü ama kahkaha atmadı.,"Dayısının esprilerine kahkaha atmadı, hatta gülmedi bile.","Dayısının esprilerine kahkaha atmadı, belki gülmedi bile.",Dayısının esprilerine kahkaha atmadı ama güldü.
gülmek-kahkaha atmak,Komedi filmine gülmüşler.,Komedi filmine kahkaha atmışlar.,Komedi filmine gülmemişler.,Komedi filmine kahkaha atmamışlar.,"Komedi filmine gülmüşler, hatta kahkaha atmışlar.","Komedi filmine gülmüşler, belki de kahkaha atmışlar.",Komedi filmine gülmüşler ama kahkaha atmamışlar.,"Komedi filmine kahkaha atmamışlar, hatta gülmemişler bile.","Komedi filmine kahkaha atmamışlar, belki gülmemişler bile.",Komedi filmine kahkaha atmamışlar ama gülmüşler.
gülmek-kahkaha atmak,Dünkü geyiğimize güldünüz.,Dünkü geyiğimize kahkaha attınız.,Dünkü geyiğimize gülmediniz.,Dünkü geyiğimize kahkaha atmadınız.,"Dünkü geyiğimize güldünüz, hatta kahkaha attınız.","Dünkü geyiğimize güldünüz, belki de kahkaha attınız.",Dünkü geyiğimize güldünüz ama kahkaha atmadınız.,"Dünkü geyiğimize kahkaha atmadınız, hatta gülmediniz bile.","Dünkü geyiğimize kahkaha atmadınız, belki gülmediniz bile.",Dünkü geyiğimize kahkaha atmadınız ama güldünüz.
gülmek-kahkaha atmak,Onun şakalarına siz gülmüşsünüz.,Onun şakalarına siz kahkaha atmışsınız.,Onun şakalarına siz gülmemişsiniz.,Onun şakalarına siz kahkaha atmamışsınız.,"Onun şakalarına siz gülmüşsünüz, hatta kahkaha atmışsınız.","Onun şakalarına siz gülmüşsünüz, belki de kahkaha atmışsınız.",Onun şakalarına siz gülmüşsünüz ama kahkaha atmamışsınız.,"Onun şakalarına siz kahkaha atmamışsınız, hatta gülmemişsiniz bile.","Onun şakalarına siz kahkaha atmamışsınız, belki gülmemişsiniz bile.",Onun şakalarına siz kahkaha atmamışsınız ama gülmüşsünüz.
gülmek-kahkaha atmak,Teyzesinin esprilerine güldü.,Teyzesinin esprilerine kahkaha attı.,Teyzesinin esprilerine gülmedi.,Teyzesinin esprilerine kahkaha atmadı.,"Teyzesinin esprilerine güldü, hatta kahkaha attı.","Teyzesinin esprilerine güldü, belki de kahkaha attı.",Teyzesinin esprilerine güldü ama kahkaha atmadı.,"Teyzesinin esprilerine kahkaha atmadı, hatta gülmedi bile.","Teyzesinin esprilerine kahkaha atmadı, belki gülmedi bile.",Teyzesinin esprilerine kahkaha atmadı ama güldü.
