ling_category,set_n,sentence_n,scale,premise,hypothesis,category,label
1,266,3,misleading-false ,The projects presented by the design team are not misleading.,The projects presented by the design team are not false.,entailment,0
1,266,4,misleading-false ,The projects presented by the design team are false.,The projects presented by the design team are misleading.,entailment,0
1,266,5,misleading-false ,The projects presented by the design team are not false.,The projects presented by the design team are not misleading.,neutral,1
1,266,6,misleading-false ,The projects presented by the design team are misleading.,The projects presented by the design team are false.,neutral,1
1,266,7,misleading-false ,The projects presented by the design team are false.,The projects presented by the design team are not misleading.,contradiction,2
1,266,8,misleading-false ,The projects presented by the design team are not misleading.,The projects presented by the design team are false.,contradiction,2
4,43,1,probably-certain,He will probably come on Thursday.,It is not certain that he will come on Thursday.,implicature,3
4,43,2,probably-certain,It is not certain that he will come on Thursday.,He will probably come on Thursday.,implicature,3
4,43,3,probably-certain,He probably won't come on Thursday.,It is not certain that he will come on Thursday.,entailment,0
4,43,4,probably-certain,It is certain that he will come on Thursday.,He will probably come on Thursday.,entailment,0
4,43,5,probably-certain,It is not certain that he will come on Thursday.,He probably won't come on Thursday.,neutral,1
4,43,6,probably-certain,He will probably come on Thursday.,It is certain that he will come on Thursday.,neutral,1
4,43,7,probably-certain,It is certain that he will come on Thursday.,He probably won't come on Thursday.,contradiction,2
4,43,8,probably-certain,He probably won't come on Thursday.,It is certain that he will come on Thursday.,contradiction,2
3,250,1,some-all,Some gas stations went bankrupt.,All gas stations did not go bankrupt.,implicature,3
3,250,2,some-all,All gas stations did not go bankrupt.,Some gas stations went bankrupt.,implicature,3
3,250,3,some-all,No gas stations went bankrupt.,All gas stations did not go bankrupt.,entailment,0
3,250,4,some-all,All gas stations went bankrupt.,Some gas stations went bankrupt.,entailment,0
3,250,5,some-all,All gas stations did not go bankrupt.,No gas stations went bankrupt.,neutral,1
3,250,6,some-all,Some gas stations went bankrupt.,All gas stations went bankrupt.,neutral,1
3,250,7,some-all,All gas stations went bankrupt.,No gas stations went bankrupt.,contradiction,2
3,250,8,some-all,No gas stations went bankrupt.,All gas stations went bankrupt.,contradiction,2
5,180,1,fifteen-twenty,The company is active in fifteen countries.,The company is not active in twenty countries.,implicature,3
5,180,2,fifteen-twenty,The company is not active in more than fifteen countries.,The company is active in fifteen countries.,implicature,3
5,180,3,fifteen-twenty,The company is not active in fifteen countries.,The company is not active in twenty countries.,entailment,0
5,180,4,fifteen-twenty,The company is active in twenty countries.,The company is active in fifteen countries.,entailment,0
5,180,5,fifteen-twenty,The company is not active in twenty countries.,The company is not active in fifteen countries.,neutral,1
5,180,6,fifteen-twenty,The company is active in fifteen countries.,The company is active in twenty countries.,neutral,1
5,180,7,fifteen-twenty,The company is active in twenty countries.,The company is not active in fifteen countries.,contradiction,2
5,180,8,fifteen-twenty,The company is not active in fifteen countries.,The company is active in twenty countries.,contradiction,2
5,180,9,fifteen-twenty-c,The company is not active in fifteen countries.,The company is active in less than fifteen countries.,implicature,3
5,180,10,fifteen-twenty-c,The company is not active in fifteen countries.,The company is active in at most fourteen countries.,implicature,3
5,180,11,fifteen-twenty-c,The company is not active in fifteen countries.,The company is active in at least one country.,implicature,3
2,31,1,approach-arrive ,They approached their houses in a bewildered manner.,They did not arrive at their houses in a bewildered manner.,implicature,3
2,31,2,approach-arrive ,They did not arrive at their houses in a bewildered manner.,They approached their houses in a bewildered manner.,implicature,3
2,31,3,approach-arrive ,They did not approach their houses in a bewildered manner.,They did not arrive at their houses in a bewildered manner.,entailment,0
2,31,4,approach-arrive ,They arrived at their houses in a bewildered manner.,They approached their houses in a bewildered manner.,entailment,0
2,31,5,approach-arrive ,They did not arrive at their houses in a bewildered manner.,They did not approach their houses in a bewildered manner.,neutral,1
2,31,6,approach-arrive ,They approached their houses in a bewildered manner.,They arrived at their houses in a bewildered manner.,neutral,1
2,31,7,approach-arrive ,They arrived at their houses in a bewildered manner.,They did not approach their houses in a bewildered manner.,contradiction,2
2,31,8,approach-arrive ,They did not approach their houses in a bewildered manner.,They arrived at their houses in a bewildered manner.,contradiction,2
5,129,1,ten-twelve,They saw ten cars at the airport.,They did not see twelve cars at the airport.,implicature,3
5,129,2,ten-twelve,They did not see more than ten cars at the airport.,They saw ten cars at the airport.,implicature,3
5,129,3,ten-twelve,They did not see ten cars at the airport.,They did not see twelve cars at the airport.,entailment,0
5,129,4,ten-twelve,They saw twelve cars at the airport.,They saw ten cars at the airport.,entailment,0
5,129,5,ten-twelve,They did not see twelve cars at the airport.,They did not see ten cars at the airport.,neutral,1
5,129,6,ten-twelve,They saw ten cars at the airport.,They saw twelve cars at the airport.,neutral,1
5,129,7,ten-twelve,They saw twelve cars at the airport.,They did not see ten cars at the airport.,contradiction,2
5,129,8,ten-twelve,They did not see ten cars at the airport.,They saw twelve cars at the airport.,contradiction,2
5,129,9,ten-twelve-c,They did not see ten cars at the airport.,They saw fewer than ten cars at the airport.,implicature,3
5,129,10,ten-twelve-c,They did not see ten cars at the airport.,They saw a maximum of nine cars at the airport.,implicature,3
5,129,11,ten-twelve-c,They did not see ten cars at the airport.,They saw at least one car at the airport.,implicature,3
3,245,1,some-all,I have spoken to some agencies I know about to travel the world.,I have not spoken to all the agencies I know about to travel the world.,implicature,3
3,245,2,some-all,I have not spoken to all the agencies I know about to travel the world.,I have spoken to some agencies I know about to travel the world.,implicature,3
3,245,3,some-all,I have not spoken to any agencies I know about to travel the world.,I have not spoken to all the agencies I know about to travel the world.,entailment,0
3,245,4,some-all,I have spoken to all the agencies I know about to travel the world.,I have spoken to some agencies I know about to travel the world.,entailment,0
3,245,5,some-all,I have not spoken to all the agencies I know about to travel the world.,I have not spoken to any agencies I know about to travel the world.,neutral,1
3,245,6,some-all,I have spoken to some agencies I know about to travel the world.,I have spoken to all the agencies I know about to travel the world.,neutral,1
3,245,7,some-all,I have spoken to all the agencies I know about to travel the world.,I have not spoken to any agencies I know about to travel the world.,contradiction,2
3,245,8,some-all,I have not spoken to any agencies I know about to travel the world.,I have spoken to all the agencies I know about to travel the world.,contradiction,2
4,178,1,probably-certain,They probably distributed the wedding invitations.,It is not certain that they have distributed the wedding invitations.,implicature,3
4,178,2,probably-certain,It is not certain that they have distributed the wedding invitations.,They probably distributed the wedding invitations.,implicature,3
4,178,3,probably-certain,They probably have not distributed the wedding invitations.,It is not certain that they have distributed the wedding invitations.,entailment,0
4,178,4,probably-certain,It is certain that they have distributed the wedding invitations.,They probably distributed the wedding invitations.,entailment,0
4,178,5,probably-certain,It is not certain that they have distributed the wedding invitations.,They probably have not distributed the wedding invitations.,neutral,1
4,178,6,probably-certain,They probably distributed the wedding invitations.,It is certain that they have distributed the wedding invitations.,neutral,1
4,178,7,probably-certain,It is certain that they have distributed the wedding invitations.,They probably have not distributed the wedding invitations.,contradiction,2
4,178,8,probably-certain,They probably have not distributed the wedding invitations.,It is certain that they have distributed the wedding invitations.,contradiction,2
3,211,1,some-all,Some cars were suitable for our country.,All cars were not suitable for our country.,implicature,3
3,211,2,some-all,All cars were not suitable for our country.,Some cars were suitable for our country.,implicature,3
3,211,3,some-all,No cars were suitable for our country.,All cars were not suitable for our country.,entailment,0
3,211,4,some-all,All cars were suitable for our country.,Some cars were suitable for our country.,entailment,0
3,211,5,some-all,All cars were not suitable for our country.,No cars were suitable for our country.,neutral,1
